project,pull_number,pull_type,id,text,classification,indicator
openwhisk,4077,comment,433268766,"This isn't actually a defect - it's true that 11 vs 10 is not perfect, but the reason for ceil/floor vs round is that for small number (say 2 invokers):
The point for small N up to the reciprocal of the fraction, both sets overlap.",non_debt,-
madlib,439,comment,530095343,"Refer to this link for build results (access rights to CI server needed): 
https://builds.apache.org/job/madlib-pr-build/1057/",non_debt,-
kafka,8491,review,408885908,Do we want Scala 2.12 or 2.13 here?,non_debt,-
spark,26108,review,334704586,"I'm a little confused about why this needs to be a config. Isn't this just metadata written to the state store? Why would a user ever need to set this?
I have to go over the rest of the code with more care, since I'm really not familiar with it. But it looks like an insane amount of code just to add one single field to some state object...",design_debt,non-optimal_design
tvm,3156,comment,491091992,"Yes, I will be adding ADTs today, along with tests. Thanks for the reviews",non_debt,-
incubator-mxnet,8015,review,141497578,"yes, let's worry about this later.",design_debt,non-optimal_design
druid,8983,comment,633212891,"This pull request has been marked as stale due to 60 days of inactivity. It will be closed in 4 weeks if no further activity occurs. If you think that's incorrect or this pull request should instead be reviewed, please simply write any comment. Even if closed, you can still revive the PR at any time or discuss it on the dev@druid.apache.org list. Thank you for your contributions.",non_debt,-
nutch,534,comment,642132183,"Yes, that's ok. We'll put a notice about a breaking change to the release notes, so that users having there own indexer plugin know they have to adapt it.
We could try to only extend the IndexWriter interface and provide default do-nothing implementations for newly added methods as most index writers do not write data to the filesystem.",non_debt,-
spark,17079,summary,0,[SPARK-19748][SQL]refresh function has a wrong order to do cache invalidate and regenerate the inmemory var for InMemoryFileIndex with FileStatusCache,non_debt,-
arrow,1635,review,171726050,"Per above, it may be worth writing a ""large memory"" test with the `large_memory` pytest mark (which we can run locally, but not in Travis CI) where we have a field that overflows the 2G in a BinaryArray so we can test the rechunking / splitting of the null bitmap. I guess you'll have to pass a mask to get some nulls to make sure the logic is correct",non_debt,-
trafficserver,7449,comment,767353602,[approve ci Clang-Analyzer],non_debt,-
arrow,9799,comment,806259818,https://issues.apache.org/jira/browse/ARROW-11259,non_debt,-
tajo,113,comment,53052194,"I've updated the patch. I've improved TajoTestingCluster to take system properties as follows:
If `CODEGEN` is a session variable, it will be applied to QueryContext instance used in all unit tests. So, in order to test the code generation feature, you should give `-DCODEGEN=true` when you execute `mvn install`. It can be used for other session variables too.
For test for real queries, you need to set a session variable CODEGEN  as follows:",non_debt,-
spark,21748,comment,406706176,"Anyone know what's happening with this:
@shaneknapp",non_debt,-
kafka,2937,summary,0,Also add tests and a few clean-ups.,code_debt,low_quality_code
spark,8038,review,36684718,"If we change `inputIter`'s initial value to `null`, we need to also change it to a null check.",non_debt,-
calcite,1981,comment,638588987,A friendly ping~,non_debt,-
tvm,7260,review,556711333,70746484-7260 review-556711333,non_debt,-
incubator-heron,3032,comment,437498318,"Overall is ok for me. 
**IT** coverage will be useful so i will be addressing through #3106",test_debt,low_coverage
beam,1212,review,85438597,"It looks like only a couple tests classes are using this-- should they all?
Note that the transforms and tests we have in the core SDK are likely to get copy-pasted many times over their life, for future SDK transforms and by users. Your implementation here establishes the recipe for how to implement and test display data.",non_debt,-
beam,2383,comment,291235194,Coverage increased (+0.003%) to 70.148% when pulling **bc981235946ce768f0ab469922ded96e5a76d3c0 on mariapython:ppp_final** into **af8f586b60853056a20b08d88f7dca72eac657bc on apache:master**.,non_debt,-
pulsar,2981,comment,438904081,"right now, it's not supporting wild-card char such as `*` but 
- consumer can subscribe to any subscription if consumer's principal/role is authorized at namespace-level (`consume`) or per-topic (`consume`).
- however, if per-subscription auth is configured for a specific subscription-name then consumer's `principal/role` has to be authorized role as per `per-subscription` to connect to that specific subscription. so, in `pre-fix sub` usecase, user can grant access to set of roles for a specific subscription and only those roles can access the subscription. so, we can avoid sub-name conflict.",non_debt,-
airflow,6348,review,336572034,Changing it because this way the tense is also in sync with the rest of the headings,non_debt,-
spark,30325,comment,725252148,"Kubernetes integration test starting
URL: https://amplab.cs.berkeley.edu/jenkins/job/SparkPullRequestBuilder-K8s/35513/",non_debt,-
storm,128,comment,45091287,"I finally made it through all of the code.  It looks good for the most part.  Just a few minor comments.  I also am wiling to maintain/support this code. I have a umber of customers who I know would be very interested in using this, so I would be on the hook for supporting it anyways :)",code_debt,low_quality_code
zeppelin,3497,comment,548180234,"Thanks for the contribution, @amakaur  Could you add unit test  ?",test_debt,lack_of_tests
flink,8607,review,290189678,Done,non_debt,-
carbondata,432,summary,0,"Carbon-core module should not depend on spark, this PR removes this dependency",build_debt,under-declared_dependencies
calcite,1013,comment,466271735,@XuQianJin-Stars Could you please solve the conflicts and squash your commits into a single commit?,non_debt,-
spark,21476,review,192476723,"This is so specific to the way YARN runs things that I don't think it would be useful anywhere else. If at some point it becomes useful, the code can be moved.
I think the tests I added are better than just unit testing this function, since that way the code is actually being run through YARN and bash.",code_debt,low_quality_code
lucene-solr,49,comment,231126560,"I think after addressing the comments I just added, it's probably good to go.  I still don't love the name, especially since it extends BoolFunction it ought to now end with Function.",non_debt,-
superset,12626,summary,0,docs: Updates to Superset Site for 1.0,code_debt,low_quality_code
storm,1608,review,74004298,Can we file JIRA for this? This is a low priority to have any acls user may want to provide.,non_debt,-
airflow,2642,comment,332794100,"# [Codecov](https://codecov.io/gh/apache/incubator-airflow/pull/2642?src=pr&el=h1) Report
------
[Continue to review full report at Codecov](https://codecov.io/gh/apache/incubator-airflow/pull/2642?src=pr&el=continue).",non_debt,-
tvm,2082,comment,437256876,"cc @Huyuwei @merrymercy one thing I find is that it is a bit tricky to do topi dispatching in the schedule, do you think if it is possible to fold the depthwise schedule and compute directly into the topi function of conv2d?",non_debt,-
incubator-mxnet,12494,comment,419833188,Just discovered that it has been fixed with #12479 already.,non_debt,-
zeppelin,1613,comment,262817245,@zjffdu @Leemoonsoo I have handled the cases in https://github.com/apache/zeppelin/pull/1678,non_debt,-
incubator-doris,3694,comment,634495845,"Hi, @morningman I have some question about olap_scan_node, could you plz help me figure it out?
1. what's the relationship between scanner and tablet, one tablet can be scanned by many scanner?they are n:1 or 1:1?
2. what's the relationship between TPaloScanRange and ColumnValueRange, is ColumnValueRange to deal with predicate case and TPaloScanRange can indicate that the range a scanner need to scan from StorageEngine's prefix index?
3. What's the usage of function `extend_scan_key` and the config variable `doris_scanner_row_num`?
I would appreciate your reply, thanks~",non_debt,-
airflow,2319,summary,0,[AIRFLOW-1236] SlackPostOperator using Slack Incoming WebHook,non_debt,-
spark,3246,review,22343430,"There are _12_ new overloads of `createStream` on top of the existing 4. This seems like big overkill. There should be one version in Java/Scala that takes all arguments, one each that takes minimal arguments, and any others needed to retain binary compatibility. The rest seem superfluous.",design_debt,non-optimal_design
spark,1276,summary,0,"rdd.id() was returning an Attribute Error in some cases because self._id is not getting set.  So instead of returning the _id attribute, return the value of id() from the jrdd.  Fixes bug SPARK-2334.
Test with: sc.parallelize([1,2,3]).map(lambda x: x+1).id()",non_debt,-
flink,10999,review,374455972,20587599-10999 review-374455972,non_debt,-
spark,21301,comment,388513984,@kiszk . Could you run for all?,non_debt,-
beam,11020,review,387292177,"It's an arbitrary name we give to the jQuery v3.4.1 we imported. It's like a namesapce. Note the magic happens in `window.jquery341 = jQuery.noConflict(true);`.
The problem here is that:
1. A frontend can connect to the kernel at any time: code executed by kernel in the past does not have any effect to new frontends.
2. Multiple frontends can connect to the same kernel: each frontend has its own state (browser: HTML and JS), the rendered HTML+JS cannot assume the existence of any global variable, function definition or libraries.
This ensures no matter how many jQuery gets imported at any time, the interactive notebook always checks and uses the single jQuery configured by interactive modules with Datatable plugin initialized.
And the `function($)` signature ensures that any customized script executed will use `$` as the singleton instance  `window.jquery341`. This ensures that code reading `$` as jQuery will always work.
The advantage of doing this isolation is:
1. The JS imported by interactive modules to any frontend does not alter their existing states. Everything in the notebook still works as it was no matter what libraries and global vars have been used.
2. HTML with JS rendered by interactive modules will have determined behavior because it always uses the same libraries.
3. Whether/when a frontend is connected to the kernel doesn't matter now. The visualization HTML contains everything it needs to setup and/or execute scripts.
4. Arbitrary DOM changes doesn't matter now. Even if the user screws the notebook's HTML, the data visualization broadcast from kernels will always be rendered correctly.",non_debt,-
