project,sha,text,classification,indicator
parquet-mr,44f31c53c5116932401d5b759e9be07ff5bdb9e4,Update CHANGES.md,non_debt,-
shardingsphere,f26500d95b5f23564d55a11d6144b52efa1a6b50,update company,non_debt,-
trafodion,af79ac47c887e20272c1f3331b2df2b0cc3717da,Merge [TRAFODION-2322] PR 811 Improve UPD STATS perf on long char cols,non_debt,-
brooklyn-server,5099cf00478b00cda290dc402cee1b829cf2bb67,fix test,non_debt,-
tinkerpop,2f1328213c237d2c0d5fd1541c836170aec6651e,got detachedXXX itertors serializable and got Giraph working again. phew... thought I was about to go into a Hadoop-Hole. Now time to make DetachedXXX bad ass.,non_debt,-
daffodil,85ffb6e7ecb9f4b856a43b7329f6ff00f4e8e8fd,"Moved test litNil7 from debug
This test now works properly
DFDL-199",non_debt,-
fineract,f00d212e8f0bb3fb0976802ff3eeac5fa3066257,"Merge pull request #414 from mifoscontributer/MIFOSX-212-Test
Removing mandatory check for includeInBorrowerCycle for loan product",non_debt,-
rocketmq,3cb4bdb974b5cb1fd498dddad168a403390765fb,"Merge pull request #189 from zhouxinyu/ROCKETMQ-270
[ROCKETMQ-270] Move flush position forward to first MappedFile whose start offset is non-zero",non_debt,-
beam,19c83e6c85f30a5bbbddcc92b8f2f56dfb3e3ac1,"[BEAM-4056] Identify side inputs by transform id and local name
This is necessary to identify side inputs during portable pipeline
translation and execution.",non_debt,-
camel,d8979f832e988bb9829c3c5d6b48c8c7305565f1,Upgrade Undertow to version 1.4.14.Final,non_debt,-
flink,465ec2ae7619cd2ea0158c854985889bf9fcd6c7,[FLINK-18160][scripts] Do not log about HADOOP_CONF_DIR if HADOOP_CLASSPATH is set,non_debt,-
accumulo,2a61ba4b7495c2d89208f85a2405186ea42a98b7,accumulo-259 one more merge due to main branch changes before I start next phase of work,non_debt,-
cxf,515e4ccf7c2c36a52cf209d083f33604635bdd27,simplified key names and handling,design_debt,non-optimal_design
reef,11a73bd7c4a4defe5f12f43bef880800080bab60,"Merge pull request #897 from Microsoft-CISL/shravanmn_893
Fixing #893",non_debt,-
tvm,7bc990ad0d37e110d0799f781fceabf50a863f53,[RELAY] Support concatenate. (#2298),non_debt,-
camel-k,08661fffdbfe6aab8cbb53e55dd5b37f80add0bf,Update to add the saga example,non_debt,-
ignite,9a5dcb3a4a4c964ff4c53bf57a791170b310ff0c,#IGNITE-53: Move CacheWeakQueryIteratorsHolder to context.,non_debt,-
couchdb,c76a78b492b9a3fb33f4d72d09c950f692d2db9a,Support Windows build target,non_debt,-
cloudstack,d456f89095e2824a63bb4295d120182ff9fda343,"bug 8866: Direct Network Usage, TrafficSentinel support added, work in progress",requirement_debt,requirement_partially_implemented
hbase,5152ac0e208fd5f720734fb2abf3fae07b39c7e2,HBASE-14344 Add timeouts to TestHttpServerLifecycle,non_debt,-
hudi,1c09f5b055cc78fabb4881cac75f43734f3dcf61,[HUDI-301] fix path error when update a non-partition MOR table,non_debt,-
spark,6e1e2eba696e89ba57bf5450b9c72c4386e43dc8,"[SPARK-8240][SQL] string function: concat
Closes #7486 from rxin/concat and squashes the following commits:
5217d6e [Reynold Xin] Removed Hive's concat test.
f5cb7a3 [Reynold Xin] Concat is never nullable.
ae4e61f [Reynold Xin] Removed extra import.
fddcbbd [Reynold Xin] Fixed NPE.
22e831c [Reynold Xin] Added missing file.
57a2352 [Reynold Xin] [SPARK-8240][SQL] string function: concat",code_debt,low_quality_code
netbeans,57de08bdb3941193208cd91439587b6240afbdd8,Fixed relative position of nbbuild dir,non_debt,-
trafficserver,9d41071009133422ad3f61c1ac36fb773f7f94b2,Fix race condition in thread startup.,non_debt,-
groovy,fc5cc599ea73b980d508b333d8e027b8ece49951,bump commons-math from 3.6 to 3.6.1,non_debt,-
lucene-solr,fe66658fea656fb570479d1f10582355c0f6188b,more fun with forrest: these two images were in site/skin/images but not anywhere in src/site .. copying them into the images directory for our theme solved the broken links errors about them,non_debt,-
ignite,01aaeb5f334d6801822d0f97730c0d48cfdecacb,ignite-6590 Code review,non_debt,-
flink,5a093e5f90a142396f7978ee1d8ec51379cbdde6,[hotfix] Resolve compiler warnings in AkkaRpcService,code_debt,low_quality_code
hbase,8439231fe78fdc5b7c8ffd2efa8c70333709d20f,HBASE-1664 Disable 1058 on catalog tables,non_debt,-
camel,f7f506f1f355f8d5eca78e7c0d2e85afc9898d55,Add missing spring boot tests,test_debt,lack_of_tests
groovy,5b61c85e2eccd6baa10b74498da38568dfc58892,Support for DynamicVariable in trait,non_debt,-
cloudstack,d33798f0d9165f0e7d36dec869201b9334666267,"CLOUDSTACK-6089: Implement equals() method for ResourceTagResponse
so that the java Set can properly determine if a ResourceTagResponse
is unique. This ensures we don't get duplicate resource tags showing
up any time a UserVmResponse is crafted (which can be quite often
due to the way the responses are crafted).",non_debt,-
trafficserver,6fbe8ea619228e6cab28cc929876aa0c322a2736,"Merge pull request #927 from jpeach/fix/4785
TS-4785: Stale while revalidate plugin memory corruption.",non_debt,-
incubator-dolphinscheduler,ff9009a5aeef3df1c2031f9bc2eaa094b9dc833c,#1864 fix dependency and createCommand date check (#1865),non_debt,-
shardingsphere-elasticjob,2640527029985b8a6b0c5c53e8dbf8d5f4b645eb,"For #734, Translate elastic-job-lite-spring's java doc to English (#743)",non_debt,-
ignite,db75b7e3262446c038b1a974b0e64a455c238c2d,sprint-3 Ignite-version,non_debt,-
shardingsphere,b59bf4550e6483e7e0141acffaa65807092f5bb0,fix #701: move to cache package,non_debt,-
cxf,880377a9727528be3aea212a983ac2eced157e8d,[CXF-5415] Escaping service and operation names when needed,non_debt,-
trafficcontrol,6c1e5feb4853ded02b4dced8e06569986064659e,"TP: adds a better view for comparing/managing params of 2 profiles (#3919)
* adds a better view for comparing/managing params of 2 profiles
* adds documentation for profile comparison view
* limits word-break css to only parameter tables
* removes use of underscorejs methods in favor or built in javascript methods
* doc changes plus minor style changes
* params key does not exist for all profiles unfortunately so need to check first
* adds changelog entry
* adds a UI test to select 2 profiles to compare
* changes visual indicator to a blue shadow",code_debt,low_quality_code
usergrid,d678cdb811b2636237f2c15ce96564f4f2347254,fix to load the correct test apps,non_debt,-
incubator-weex,a246d8336f786240e4aea43495be65e8216379c0,"Merge branch 'android-feature-20160607' of https://github.com/alibaba/weex into android-feature-20160607-list-opt
* 'android-feature-20160607' of https://github.com/alibaba/weex: (21 commits)
  Revert ""* [android] update build.grade remove okhttp-ws""
  ...
# Conflicts:
#	android/sdk/src/main/java/com/taobao/weex/ui/WXRecycleImageManager.java",code_debt,complex_code
camel,36f45ec75db2b22d4ea9f53528e0e8d3e44f5c44,Fixed the CS errors in camel-jms component,non_debt,-
trafficserver,5fcd9d74f20f8b9b3aa8dd361fa4d037676b00ef,TS-3452: Better debug messages for SSL_ERROR_SSL: incorporate changes suggested by sudheer to peek.,code_debt,low_quality_code
activemq,8f3f4e1ae05973f16c92535f38d8a444d9bd2b16,Fixed pom.xml format error.,non_debt,-
spark,21df6ffc13c7ad5cc3158675560c8364735d376e,SPARK-696: sortByKey should use 'ascending' parameter,non_debt,-
avro,49681761a71ee17e1f554e3a411860a28a91fa18,Avro-776. Java: SocketServer holds socket open after close.,non_debt,-
carbondata,b6777fcc32df3ce3616ea02f5566ab5bf4ca6e30,"[CARBONDATA-1717]Remove spark broadcast for gettting hadoop configurations
This closes #1500",non_debt,-
tinkerpop,762f6b229925d407390e78d587ef98863205c870,"TINKERPOP-1478 Fixed memory leak and proper redirection of output in GremlinGroovyScriptEngine
These were bugs identified in Groovy and fixed some time ago, but given that GremlinGroovyScriptEngine is based on that class and doesn't directly use it, those fixes were never in place for it. CTR",code_debt,low_quality_code
beam,a211bd9bb6365f1fe76e9b16355f721fcaa80b47,Make PackageUtil a proper class encapsulating its ExecutorService,non_debt,-
tvm,9c954adab34f703cb0d7c792d54d83307fa89f0d,[DOC] Fix c++ doc build (#240),non_debt,-
nifi,4f49095d750f55d05eaf75d6e0b60f778eef8513,"NIFI-3294 Adjusting nifi.sh to invoke nifi-env.sh when running as another user such that properties are preserved across environments.
This closes #1405.",non_debt,-
hadoop,20cde552748cc6be1c5ca590755d4e5a67baf187,HADOOP-14371. License error in TestLoadBalancingKMSClientProvider.java. Contributed by hu xiaodong.,non_debt,-
trafficserver,c10ff03ca9989166883d87baf75c737b3fb28845,"TS-2094: eliminate xcrun warnings at configure time
xcrun doesn't support the --show-sdk-path option until Xcode 5. We
don't care though, because the libraries we are looking for don't
move to the SDK bundle until Xcode 5 either. It is safe to just
silence the error spew on Xcode < 5.",code_debt,low_quality_code
camel,99786092122596fa9fd2ecd4344af94c8ec73df3,CAMEL-1663: Fixed bug with using Camel and other annotations in same POJO and RouteBuilder classes.,non_debt,-
qpid-dispatch,03a1734a532f76f02383c9482a8ed7dfc0947862,DISPATCH-1396 - Add starting router procedure. This closes #548,non_debt,-
camel,27102fc06acfdacef219c79f7b9dd89fe29a08bb,Added needed support for the wire tap impl.. It can now inject array values into builders.,non_debt,-
usergrid,ee79e9a1c2e9d32145cc1e912830b94309e99a96,cleanup,code_debt,low_quality_code
infrastructure-puppet,dbda8b0cbd4bdf917f592480a8337a481ba6474e,add sbt to jenkins packages,non_debt,-
spark,69350aa2f0a7aee4dcb1067f073b61a0b9f9cb51,"[SPARK-23922][SQL] Add arrays_overlap function
## What changes were proposed in this pull request?
The PR adds the function `arrays_overlap`. This function returns `true` if the input arrays contain a non-null common element; if not, it returns `null` if any of the arrays contains a `null` element, `false` otherwise.
## How was this patch tested?
added UTs
Closes #21028 from mgaido91/SPARK-23922.",non_debt,-
ambari,80c221bd407469cdc47de187aa1d65a43be5c3a4,"AMBARI-11886.  return 400 response and good error msg when user attempts
               to use API to scale a UI provisioned cluster",code_debt,low_quality_code
nifi,66783c18b24b1c6b1cfd662c58ca9df1e60b866e,"NIFI-5427: Updating ScrollElasticsearchHttp to use POST, supporting ES6
This closes #2890",non_debt,-
brooklyn-server,e3705d6895cb0d8810e6d3ed1ea748bc3f7ce6b5,Add agent to start RMI server for JMX,non_debt,-
incubator-dolphinscheduler,85a66588cd63a495cecec9c2b188c6fd7a8cc0bf,update  api docs,non_debt,-
ignite,ecea655b5bfae19767ddb3de2eae2245c4125821,IGNITE-8353 Fixed serialVersionUID for AbstractEvictionPolicy,non_debt,-
usergrid,ac96212b28cc1d6db6d1d51d5f0aca2bff8c3840,"Fixed version conflict on juli dependency by downgrading to version
6.0.29 of juli for jasper and catalina.",non_debt,-
cassandra,64c6a9cf1ea9018dd2e273cd33b78e766361549b,"remove duplicated configuration directive
Patch by eevans for CASSANDRA-557",code_debt,duplicated_code
airflow,2384fda1fd62aee73fcbe2b21815d95b0748f9b7,Setting celery workers optimization to fair,non_debt,-
nifi-minifi-cpp,f0a96c99afd16a6686466d5edea3d59fda67d1fe,"MINIFICPP-819 - OPC Unified Architecture Support
Approved by bakaid on GH
This closes #635",non_debt,-
karaf,adc043c8e0a6ff8de5fb7d3d7c4503d92284ff76,Display enhancement in package exports command.,non_debt,-
jmeter,d0b7aa42899cad9543067089e12fa2dace0f8708,"CSV strings are quoted, not escaped; clarify this",non_debt,-
camel,8fdeead9a57a54dc21d939f4c4ff8322032962fc,"CAMEL-15624 : Refactoring WordpressComponentConfiguration.java to WordpressConfiguration.java (#4356)
This name is conflicted with auto generated camel-wordpress-starter
component configuration. By current document,
WordpressConfiguration should be correct name and it resolves the
conflicting issue on starter module. I updated doc accordingly.",non_debt,-
commons-lang,8542ccb689031ef8efb416a6c95dd8b9b2c5e5c1,Dropping the concat methods. Moving the join(Object[]) to join(Object...). LANG-396. LANG-683. ,non_debt,-
flink,bc3684e69aff1a73f7fb3a62b097e9fbb311cd71,[FLINK-2278] [ml] Fixes wrong Breeze sparse vector to Flink sparse vector conversion,non_debt,-
incubator-mxnet,4033cdd1d8a144286074efe4edfaf8c606205c8b,Make the output of ci/docker/install/ubuntu_mklml.sh less verbose (#12422),code_debt,low_quality_code
camel,55dcbe801e76bead67a715026e91540b857f5cbf,CAMEL-10842: Component JSon schema - JSon values should not always be string types,non_debt,-
couchdb,aef58662a13dae7f9c8a6aec99beb32de3dd1f50,"Rewrite rebalancing plan generator
This patch splits the functionality of the module out into three
classes or work:
* Fixing zoning and replica level violations
* Contracting a cluster
* Rebalancing shards across a cluster
The implementations of the first two features are pretty similar - find
the shards that need to be moved, then choose an optimal home for each
of them.  By default the contraction code will remove shards from nodes
in the ""decom"" zone, and the rebalancing code will ignore that zone
entirrely. An optimal home is a node that
a) is in the correct zone, and
b) has the fewest # of shards for the DB among nodes in the zone, and
c) has the fewest total # of shards among nodes satisfying a) and b)
The implementation of rebalancing is a bit more complicated.  The
rebalancing algorithm looks roughly like this
For DB in all_dbs:
    Ensure all nodes have at least (N*Q) div length(Nodes) shards
    Ensure no node has more than (N*Q) div length(Nodes) + 1 shards
For node in nodes:
    If node has more than TotalShards div length(Nodes) + 1 shards:
        Donate shard to another node
The net result is that each database is balanced across the cluster and
the cluster as a whole is globally balanced.
The current version of the module prints out shard move and copy
operations in a clou-friendly format via io:format.  It also returns a
list of {Op, #shard{}, node()} tuples representing the operations.
The rebalancer will stop after generating 1000 operations by default.
The limit can be customized by using the 1-arity versions of expand,
contract and fix_zoning, but note that the performance of the rebalancer
degrades as the number of pending operations increases.
BugzID: 23690
BugzID: 20770",architecture_debt,violation_of_modularity
groovy,7b5e6a01aa743c1dcf780410fe69f77187ccefe0,additional tests for GROOVY-3323 and GROOVY-3555,non_debt,-
thrift,9804ab983a6c43dec56e0dcc4155cc2c21073822,"THRIFT-4780: finish the server implementation of multi in python server
- Add default processor handling to python multi",non_debt,-
hadoop,3aac4758b007a56e3d66998d457b2156effca528,HDFS-8803. Move DfsClientConf to hdfs-client. Contributed by Mingliang Liu.,non_debt,-
shardingsphere,8070528b5a81d0b0097847de53288ca97860af2e,"for #2084, add intervalUnit_ for mysql g4",non_debt,-
camel,35b1bab78b438932025c22799dc57eabe97595d7,CAMEL-13113: Remove camel-script component,non_debt,-
camel,87838c0465f5de51a5bceb26cc20cf3f0db5f402,"CAMEL-13182 - split camel-aws component in individual components, moved aws-ses",non_debt,-
fineract,eb082d5ec500385c33f75f8c7b393afc10ab1c7b,days period frequency for locking savings product fixed,non_debt,-
camel,eeca6f9e99d3094a6fdadc8e2303b7fb90c5132a,CAMEL-2347: Added nagios component,non_debt,-
camel,396cab268fe2c6afec606a95a894350e994f5433,[CAMEL-13511] Introduce a Model interface to hold definitions related methods,non_debt,-
camel,7f402d160f60eeec97c80cfbce6723e333145069,CAMEL-6847 Fixed the FacebookConsumer decoding issue with thanks to Dhiraj,non_debt,-
camel,7bc021bfad2c4a8480860d085342f8548a71882a,CAMEL-2915. Patch for camel-xstream applied with thanks to Mark,non_debt,-
superset,cef4a8296a6a9d46503dd63e268be3a35e9e8e91,"[sqllab] adding a sql preprocessor for Presto (#1670)
* fixing tests",non_debt,-
echarts,90c27ac8062f54b9b6fff33f1e95d43dc23fd2e2,merge,non_debt,-
nifi-minifi-cpp,070d8758fded4836f17816c1b1a34a48aa1bba20,"MINIFI-193: Ensure safe UTF encoding
Since the C++ library is agnostic of UTF-8 we can safely write the bytes.
Since we won't be interpreting the UTF-8 code in the core library
we do not need any additional dependencies. Nor do we need to worry about
encoding beyond proper serialization and deserialization of the byte array.
This closes #68.",non_debt,-
hbase,cd47ea0562aec9b1b630f500c07560242932a62d,"HBASE-4218 Data Block Encoding of KeyValues (aka delta encoding / prefix compression) (Jacek, Mikhail)",non_debt,-
groovy,3cd35ffaaaf5ae4698a85cb1e0e56aa242daef5a,Tests for GROOVY-1128 (still disabled),non_debt,-
incubator-pinot,64f3ce323185375902568031dc7f8031f35467c1,[TE] Changes to make external clients independent of thirdeye database (#1397),non_debt,-
flink,709edb80b8fca2d669f960b7daf983933a8a33c5,[FLINK-4460] Add side output ITCase for multiple side out consumers,non_debt,-
